gcs_path,label
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-1fQ1-C2hmEL5tEkMwORpawHaHa.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-1hw0LHZoBJwcwqQWXnRekQHaEo.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-1k5CHCKSejY2wDB3Tx0dXQHaFq.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-1nmm5E6U5MFMzqQRzuAwhAHaFE.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-1qtmWXALhnBzQ8mIBSU3zQEsDL.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-1sCkKd9Pc7_BL3XOrmNafQHaFi.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-1uVlqIC9e1cM4jx1M8p3_wHaFV.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-1wrgOJZTqtRAq_PXZOY2ZgAAAA.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-24P5G4dH8ooQyPsIZv--PAHaHa.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-25-3MO-k6pPkSuL7yopxewHaE8.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2EZ1DOXojFKxLOuY3j_MoQAAAA.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2FgJOKj2FceQULIOc4qj-gHaHO.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2JZFRoe9wsW0-jz4WaPRgwHaFI.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2LonCsS5zylAZdzIBi0zcQHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2Ou79adYdIDKocmGYwArmAHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2QATmwRRIPa3WQyqfNpCXwHaFb.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2Ql8DTXLeKupRlyoW3xTEwHaFO.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2Ry_N8duK_qCZcHJL1G5mAHaEL.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2SxhHpU5pmOITjacAxYNbQHaLH.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2VGR_89nC_TUGAuEQvFVmwHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2VIs39I2nkFQ_kD7JzlwAQHaE8.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2YY8dd6JHgLdL0OeosyAeQHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2_EHdKq6d_y5eSdS2JwcaAHaLL.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2aPaiQt0mYSnbcc8E_QdBwHaEA.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2gCulgGLIHyeC9P3GxN9XQHaGl.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2iIgQnhozcpL0xQ-EIuEdQHaE7.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2nLtLk_jilzToow7kSOSgAHaE7.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2pw52SPZlaHEmcE3e8MIogHaI0.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2qYEjPwCw9W76LYFjAasCAHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2t1l7Wzj4E9Nkwre5IQsjQHaFc.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2uAahphnRft2-HsR3mYJWwAAAA.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2wD3MVQok-xpDJ1USZpLkQHaEK.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2wNfJmQ7h-1DPSV7Nz8IgwHaE7.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2xBJvkglxmF91QR2lUWybAHaFD.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-2y5u6x76VuZAw40J3-5meQHaG8.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3-NUEzfQqpavSAa-y7M2PgHaE6.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3-jC1fERajxEMF_lM1SkYwHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-31NtOLMy3y3rHJnMeuW6uAHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-34rv_LW7zd60TXet2xyGbwHaF7.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-397EM-NyHHsx4NWtxspcCQHaFe.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-39DZZXHW0VQwcFBD-01USQAAAA.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-39GZuwFYpHYp0JduIH2W-QHaF2.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3APyiuhd2zRS1HERmslUxgHaHa.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3AuTMRvJZDNFuotI9W_qbwHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3By6scvVScSg8v9xEpt4GgHaE8.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3Caj0v-NgcIdWLW544Pv5wHaFh.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3FcClFmouT-DTP7jM6oM7wHaFK.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3JOm737Ybs83Z8L1ysag_gHaFP.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3Juis8N5LfDhoLt66cPXjgHaE7.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3MmnMiIQXjPLP_VzE1kTswAAAA.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3MtjJMWr2Pnib6-R9SIP9wHaE8.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3O-Ve7wpUcb9FjHkxOZHowHaHj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3P_txNtZ9vQboXpxOrfAlwHaFi.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3VjK2XqljrWrzVge-wn8cAHaHL.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3X73w9S7aHtAecFLXl3ThAEsDh.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3YV7EmpW4ox9Ysakv7l3LAHaFK.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3dYa3sL5MZLS5qnw3OtF0gHaE8.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3f173-9DibDZ2B48KvUTOAHaG2.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3j4pBzViP25xJ9kYvwMILAHaJU.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3k9zmbq1RCdKFRpa9xxVEwHaHa.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3qsB7SL8IOgRBB-qOhgbbQHaEo.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3t02-0hNa9uFlgzraAnQQwHaHR.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3u3iazweX4rxqUcW1ilP-QHaEm.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3u7uRfPS0Nwr9cUmoRagQwHaEK.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-3vkqCMkDHpHdTrkSLIhgawAAAA.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-40Yyc3mifuHJDcDgfsEhGAHaF2.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-40xupskAVNmz4Ql5_cIlbgAAAA.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-41eqzxAcflnUUgdHnsu8oAHaE8.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-42YcDpM4KPtpWhLMA91_ZgHaIi.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4BhnWjuF4k_IMrKT6PKDtgHaHa.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4EGm_D4QFdvZ8MlteiGgKQHaE9.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4Lk4mUAHXYOIovuKhhwUSgHaIe.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4M7ZOUZQLa1cRCdh6Q0VcgHaHZ.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4O2nl45jJNRTiSHP-wt6yAHaFS.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4P7_7D5HO1WvKvQj9dL8kAHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4TBTdmTuvxggeEdgZK6OjgHaEo.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4TmoncrXn1dTjN6Aiqz5YQHaE8.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4XONYiuzS473uS499quM6gEsEp.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4Y4LFdTTd2MyFkVEFPgyaAHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4YC4NAvRN-RdgtM7DWbjxQHaHC.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4bTlTB0VIxQe3vbLpwJ92AHaHa.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4daUtA2DbCPshyLso1f48AHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4lmcmfTlVDN5WvS31pQeawAAAA.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4p0jCxIzKEHArDa1JocMkwHaDL.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4t9e-4opcyJnSvo4CJMdyAHaEK.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4uIe_ew67zQwjH0MqwKlzwHaFJ.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4uXVaNWRH7TGa7cZVWGqXwHaHM.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4wWGczvVYSA_eMmYtVNS2gHaGM.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4wwZYB-u3h1J80EIAvCqqAHaHa.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-4ykCtMEP75_ejAz1tJ_1SwHaH2.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5-DJo6pyZizGfIPRN1yffgHaFq.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-527l0KDGEVKkok8xRnHYpQHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-55_AMosXV8TX1ylEDGvCgQHaHa.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5Alx0UwU7y88i4eHFN5RBwHaGF.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5JT8dyNp0RBw9zs3N6ZYswHaEo.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5KoXOr9cyg9JHzSZ65V0lAAAAA.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5MAVjzRe9zMa4Knwm1nT1QAAAA.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5MDSMHIXhaaeDI_jGMkKuwHaH2.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5NQtZYAZHsglsaWUJgRbtQHaGV.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5OAW5jPcvFpYe98RseJoNAHaE8.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5Ogtm7fBt5XCy2aFBvrL5gHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5PFwpG02YpotcjDovzoocwHaE6.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5RQfZ_TkpDSCLFD5BCWKswHaEG.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5UgWFM_0nBZ0JgIHdE0EwAHaGS.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5Vy-OyCv46rJlLoMj2qBNwHaF3.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5Y90N1yD7omgIKdJQ6fUewHaIu.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5aRCxfDeuGVIC3vNxZr33QHaE7.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5dPaVsS1FaUYAebqMiOuYgHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5eCpy54l0PWWTyaolLDKCwHaEK.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5etZJ8plQip5EMlajnpzFwHaHO.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5f4hhYTZQmuvpdqjcldgIwHaHa.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5gR8sU3QPiFVxumVo_--twHaFp.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5jn7UZDIdLwn1DzoXfWHKAHaFk.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5mcdcpcg-5fHBtmRkGef0AHaHa.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5nbfXDU99SxuIA3dDckCLAHaDt.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5owfoBwjsKvK_ungG8ov1AHaE8.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5qhtiWjljYKZCo8PvKiWCQHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5u9Wpwd4siKwffyGnjxXHwEsD_.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5uRIHfGKB88KGBSSlVi4hQHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5yL7mX-WhwtLPYrYV1c7bQHaFw.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-5z8gBrhwuu7DVjTrhWPaHAHaHb.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6-N4Hc_X2nRvkh4uaAtq2wHaFi.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-61tjcymebTQlfe4u3XyLlwHaFq.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-64IToHXKu7DLlnr7tyjP8AHaHa.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-64tQ0SCiGwNEVDB7guZtBgHaFs.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-64v6MU8sG_UkVyxB5koBngAAAA.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-679ZlqcCUPiH82QAKLPu-wHaE9.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6AbVy3qOvTsCxj8oNJ91RwHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6Bam26g68QXMl0z2Lgw3WAHaFc.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6C-9XSklslzS0DjPeiF57QHaE8.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6Eb4Y-wDtvvEWwMab72a0gHaFd.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6F1VwPOBmy-k20y10M3H4wHaGb.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6GAUZVLYVwf7o0pjhAopFwHaFs.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6GarvgqHSTU4CUU1KwHTNgHaFj.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6Gh323TmdoG6tsd81XhjrwHaE8.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6H66iY2CLvHiurCeq5TfhAHaGE.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6HUEzAv4SAxyzhCLVBgtgQHaFz.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6LYR_jeH8-Hhdb8EYVnNCwHaGl.jpeg,butterfly
gs://animal-ai-images/poised-gateway-478017-a4/butterfly/OIP-6MgXIAm-s5L25lyKKUvnlQHaE8.jpeg,butterfly
